day,month,year,class_name,location,time_of_day,duration
21,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,August,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
14,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,August,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
7,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,August,2019,Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
5,August,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
22,July,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
22,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,July,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,July,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
15,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,July,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,July,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,June,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
24,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,June,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,June,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
19,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,June,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
17,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,June,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,June,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
10,June,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,June,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,May,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,May,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,May,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,May,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
13,May,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,May,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,May,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
8,May,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,April,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,April,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,April,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
8,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,April,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
3,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,April,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,March,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,March,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,March,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,March,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,March,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,March,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
9,March,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,March,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
6,March,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,March,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,March,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,March,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
27,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,February,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
20,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,February,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,February,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
4,February,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,February,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
30,January,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
30,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,January,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,January,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,January,2019,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
16,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,January,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,January,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,January,2019,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
2,January,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
21,December,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
19,December,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,December,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,December,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,December,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,December,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,December,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,December,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
3,December,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,December,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,November,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
12,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
11,November,2018,Adult VB Seminar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",9:00am,300
9,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
7,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
7,November,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
5,November,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,November,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,November,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
31,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
31,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
29,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,October,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
23,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
22,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
22,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,October,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
15,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
15,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,October,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
10,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
8,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,October,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
3,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
3,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,October,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
1,October,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,September,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
28,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
24,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
24,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,September,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
17,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,September,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
14,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
12,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
12,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
10,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,September,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,September,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,September,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
29,August,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,60
29,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,August,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,August,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,August,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,August,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
3,August,2018,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled  Coach,6:00am,60
1,August,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
1,August,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,July,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,July,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
7,July,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,July,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,June,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
25,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,June,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
20,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
20,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
18,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,June,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
13,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,June,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
6,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
6,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
4,June,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,June,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,June,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
31,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
26,May,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
18,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
16,May,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
14,May,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,May,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
9,May,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
7,May,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,May,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
3,May,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
30,April,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
30,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,April,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
25,April,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
25,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,April,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
18,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,April,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,April,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,April,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
4,April,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
4,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,April,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
2,April,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,March,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,March,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,March,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
19,March,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,March,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,March,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
10,March,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,March,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
7,March,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,March,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
5,March,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,March,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,March,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
28,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
28,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
26,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,February,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
19,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,February,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
14,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,February,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
7,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
7,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,February,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,February,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,February,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
31,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
31,January,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,60
12,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
10,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
10,January,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,January,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,January,2018,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
3,January,2018,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,January,2018,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
29,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
28,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,60
27,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
22,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
20,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,60
20,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
18,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,December,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
13,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
11,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,December,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
6,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
6,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,December,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,December,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,December,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
29,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
