day,month,year,class_name,location,time_of_day,duration
9,August,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,August,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,August,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,July,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,July,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,July,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,July,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,July,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,July,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,June,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,June,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,June,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,June,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,June,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,June,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,June,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
31,May,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,May,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,May,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,May,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,May,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
24,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
19,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
17,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
17,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
14,April,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
12,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
12,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
10,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
10,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
5,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
5,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
3,April,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
3,April,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
1,April,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
29,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
27,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
27,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
22,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
22,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
20,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
20,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
17,March,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
11,March,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
6,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
4,March,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,March,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
1,March,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
27,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
27,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
24,February,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
22,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
22,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
20,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
20,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
17,February,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
17,February,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
15,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
15,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
13,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
13,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
8,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
8,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
6,February,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
6,February,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
3,February,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
30,January,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,30
30,January,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
28,January,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
24,January,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
23,January,2023,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,30
23,January,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
21,January,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,January,2023,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,January,2023,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,December,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,November,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
31,October,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
29,October,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,October,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,October,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,October,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,October,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
10,October,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,October,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,October,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
28,September,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
21,September,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,September,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,August,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
24,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,August,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
10,August,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,August,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
30,July,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
27,July,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,July,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,July,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,July,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,July,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,July,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,July,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,July,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
29,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
20,June,2022,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
20,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
18,June,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
15,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
15,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
13,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,June,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
1,June,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
1,June,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,May,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,May,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
16,May,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,May,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,May,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
11,May,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,May,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,May,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
30,April,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
27,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
27,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,April,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
20,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,April,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
13,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
11,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,April,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
6,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
6,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,April,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,April,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,April,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
30,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,March,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
23,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,March,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,February,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
25,February,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
23,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,February,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
21,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,February,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
14,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,February,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,February,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
7,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,February,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
2,February,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,January,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
31,January,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,January,2022,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,January,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,January,2022,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
17,January,2022,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
7,January,2022,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
18,December,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,December,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,December,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,December,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,December,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,December,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
24,November,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,November,2021,Valente Brothers Seminar Adults,"Cantu's Self-Defense, LLC. w/ Valente Brothers",9:00am,300
6,November,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
3,November,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,November,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
30,October,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
27,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,October,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,October,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
18,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,October,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
15,October,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
13,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,October,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
4,October,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,October,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,September,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
29,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,September,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
20,September,2021,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
20,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
18,September,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,September,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
15,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,September,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
13,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,September,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,August,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,August,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,August,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
18,August,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
18,August,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,August,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
2,August,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,July,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
19,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,July,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,July,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
10,July,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
7,July,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
7,July,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,July,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
1,July,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
1,July,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,June,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
23,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
23,June,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
21,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
19,June,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,June,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
16,June,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,June,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
11,June,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
9,June,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,June,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,June,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,June,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
28,May,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
27,May,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,May,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
26,May,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,May,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,May,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,May,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
14,May,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
13,May,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,May,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,May,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,May,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,April,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,April,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,April,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,April,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
7,April,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,April,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
31,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
29,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
27,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
